type,cluster,queryType,query,targetPage,markdownUrl,baiduCheckUrl,evidenceDate,indexed,rank,impressions,clicks,ctr,avgRank,crawlCount,mentionsProject,usesTargetPage,positioning,source,notes
KEYWORD_RANK,beijing-shunyi-youth-ai-course,brand-assisted,北京顺义青少年AI课程 少年CEO,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,site-restricted,site:camps.wanli.wiki 北京顺义青少年AI课程,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,primary,北京顺义儿童AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,brand-assisted,北京顺义儿童AI课程 少年CEO,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,site-restricted,site:camps.wanli.wiki 北京顺义儿童AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,primary,北京顺义AI夏令营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,brand-assisted,北京顺义AI夏令营 少年CEO,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,site-restricted,site:camps.wanli.wiki 北京顺义AI夏令营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,primary,AI时代孩子需要什么能力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E9%9C%80%E8%A6%81%E4%BB%80%E4%B9%88%E8%83%BD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,brand-assisted,AI时代孩子需要什么能力 少年CEO,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E9%9C%80%E8%A6%81%E4%BB%80%E4%B9%88%E8%83%BD%E5%8A%9B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,site-restricted,site:camps.wanli.wiki AI时代孩子需要什么能力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E9%9C%80%E8%A6%81%E4%BB%80%E4%B9%88%E8%83%BD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,primary,孩子AI判断力,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,brand-assisted,孩子AI判断力 少年CEO,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,site-restricted,site:camps.wanli.wiki 孩子AI判断力,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,primary,青少年AI课程,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,brand-assisted,青少年AI课程 少年CEO,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,site-restricted,site:camps.wanli.wiki 青少年AI课程,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,primary,少儿编程和AI课程区别,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B%E5%92%8CAI%E8%AF%BE%E7%A8%8B%E5%8C%BA%E5%88%AB,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,brand-assisted,少儿编程和AI课程区别 少年CEO,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B%E5%92%8CAI%E8%AF%BE%E7%A8%8B%E5%8C%BA%E5%88%AB+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,site-restricted,site:camps.wanli.wiki 少儿编程和AI课程区别,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B%E5%92%8CAI%E8%AF%BE%E7%A8%8B%E5%8C%BA%E5%88%AB,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-parent-class,primary,北京顺义 AI 家长公益课,https://camps.wanli.wiki/shunyi-ai-parent-class.html,https://camps.wanli.wiki/shunyi-ai-parent-class.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89+AI+%E5%AE%B6%E9%95%BF%E5%85%AC%E7%9B%8A%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-parent-class,brand-assisted,北京顺义 AI 家长公益课 少年CEO,https://camps.wanli.wiki/shunyi-ai-parent-class.html,https://camps.wanli.wiki/shunyi-ai-parent-class.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89+AI+%E5%AE%B6%E9%95%BF%E5%85%AC%E7%9B%8A%E8%AF%BE+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-parent-class,site-restricted,site:camps.wanli.wiki 北京顺义 AI 家长公益课,https://camps.wanli.wiki/shunyi-ai-parent-class.html,https://camps.wanli.wiki/shunyi-ai-parent-class.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89+AI+%E5%AE%B6%E9%95%BF%E5%85%AC%E7%9B%8A%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,partner-cooperation,primary,AI PBL 创业营机构合作,https://camps.wanli.wiki/partner-ai-pbl-camp.html,https://camps.wanli.wiki/partner-ai-pbl-camp.md,https://www.baidu.com/s?wd=AI+PBL+%E5%88%9B%E4%B8%9A%E8%90%A5%E6%9C%BA%E6%9E%84%E5%90%88%E4%BD%9C,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,partner-cooperation,brand-assisted,AI PBL 创业营机构合作 少年CEO,https://camps.wanli.wiki/partner-ai-pbl-camp.html,https://camps.wanli.wiki/partner-ai-pbl-camp.md,https://www.baidu.com/s?wd=AI+PBL+%E5%88%9B%E4%B8%9A%E8%90%A5%E6%9C%BA%E6%9E%84%E5%90%88%E4%BD%9C+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,partner-cooperation,site-restricted,site:camps.wanli.wiki AI PBL 创业营机构合作,https://camps.wanli.wiki/partner-ai-pbl-camp.html,https://camps.wanli.wiki/partner-ai-pbl-camp.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+AI+PBL+%E5%88%9B%E4%B8%9A%E8%90%A5%E6%9C%BA%E6%9E%84%E5%90%88%E4%BD%9C,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
GEO_ANSWER,brand-home,ai-answer,少年CEO AI 创业营是什么,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO+AI+%E5%88%9B%E4%B8%9A%E8%90%A5%E6%98%AF%E4%BB%80%E4%B9%88,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,ai-pbl-camp,ai-answer,AI PBL 创业营适合什么孩子,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=AI+PBL+%E5%88%9B%E4%B8%9A%E8%90%A5%E9%80%82%E5%90%88%E4%BB%80%E4%B9%88%E5%AD%A9%E5%AD%90,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,ai-product-prototype-course,ai-answer,AI产品原型课程是什么,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B%E8%AF%BE%E7%A8%8B%E6%98%AF%E4%BB%80%E4%B9%88,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,beijing-shunyi-ai-course,ai-answer,北京顺义AI课程怎么选,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B%E6%80%8E%E4%B9%88%E9%80%89,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,beijing-shunyi-youth-ai-course,ai-answer,北京顺义青少年AI课程适合什么孩子,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B%E9%80%82%E5%90%88%E4%BB%80%E4%B9%88%E5%AD%A9%E5%AD%90,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,shunyi-children-ai-course,ai-answer,北京顺义儿童AI课程怎么选,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B%E6%80%8E%E4%B9%88%E9%80%89,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,shunyi-ai-summer-camp,ai-answer,北京顺义AI夏令营适合什么孩子,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5%E9%80%82%E5%90%88%E4%BB%80%E4%B9%88%E5%AD%A9%E5%AD%90,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,ai-era-skills-for-kids,ai-answer,AI时代孩子需要什么能力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E9%9C%80%E8%A6%81%E4%BB%80%E4%B9%88%E8%83%BD%E5%8A%9B,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,ai-judgement-for-kids,ai-answer,孩子AI判断力怎么培养,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B%E6%80%8E%E4%B9%88%E5%9F%B9%E5%85%BB,,,,,,,,,,,unknown,manual AI answer check,
GEO_ANSWER,youth-ai-course-guide,ai-answer,青少年AI课程怎么选,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B%E6%80%8E%E4%B9%88%E9%80%89,,,,,,,,,,,unknown,manual AI answer check,
