type,cluster,queryType,query,targetPage,markdownUrl,baiduCheckUrl,evidenceDate,indexed,rank,impressions,clicks,ctr,avgRank,crawlCount,mentionsProject,usesTargetPage,positioning,source,notes
URL_METRIC,,,,https://camps.wanli.wiki/ai-judgement-for-kids.html,,,,,,,,,,,,,,Baidu Search Resource Platform,
URL_INDEX,,,site:camps.wanli.wiki https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.html,,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+https%3A%2F%2Fcamps.wanli.wiki%2Fyouth-ai-course-guide.html,,,,,,,,,,,,Baidu Search Resource Platform or reproducible site: result,
URL_METRIC,,,,https://camps.wanli.wiki/youth-ai-course-guide.html,,,,,,,,,,,,,,Baidu Search Resource Platform,
URL_INDEX,,,site:camps.wanli.wiki https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.html,,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+https%3A%2F%2Fcamps.wanli.wiki%2Fai-course-vs-coding.html,,,,,,,,,,,,Baidu Search Resource Platform or reproducible site: result,
URL_METRIC,,,,https://camps.wanli.wiki/ai-course-vs-coding.html,,,,,,,,,,,,,,Baidu Search Resource Platform,
URL_INDEX,,,site:camps.wanli.wiki https://camps.wanli.wiki/shunyi-ai-parent-class.html,https://camps.wanli.wiki/shunyi-ai-parent-class.html,,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+https%3A%2F%2Fcamps.wanli.wiki%2Fshunyi-ai-parent-class.html,,,,,,,,,,,,Baidu Search Resource Platform or reproducible site: result,
URL_METRIC,,,,https://camps.wanli.wiki/shunyi-ai-parent-class.html,,,,,,,,,,,,,,Baidu Search Resource Platform,
URL_INDEX,,,site:camps.wanli.wiki https://camps.wanli.wiki/partner-ai-pbl-camp.html,https://camps.wanli.wiki/partner-ai-pbl-camp.html,,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+https%3A%2F%2Fcamps.wanli.wiki%2Fpartner-ai-pbl-camp.html,,,,,,,,,,,,Baidu Search Resource Platform or reproducible site: result,
URL_METRIC,,,,https://camps.wanli.wiki/partner-ai-pbl-camp.html,,,,,,,,,,,,,,Baidu Search Resource Platform,
URL_INDEX,,,site:camps.wanli.wiki https://camps.wanli.wiki/course-navigation.html,https://camps.wanli.wiki/course-navigation.html,,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+https%3A%2F%2Fcamps.wanli.wiki%2Fcourse-navigation.html,,,,,,,,,,,,Baidu Search Resource Platform or reproducible site: result,
URL_METRIC,,,,https://camps.wanli.wiki/course-navigation.html,,,,,,,,,,,,,,Baidu Search Resource Platform,
KEYWORD_RANK,brand-home,primary,少年CEO AI 创业营,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO+AI+%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,brand-assisted,少年CEO AI 创业营 少年CEO,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO+AI+%E5%88%9B%E4%B8%9A%E8%90%A5+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,site-restricted,site:camps.wanli.wiki 少年CEO AI 创业营,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%B0%91%E5%B9%B4CEO+AI+%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,少年CEO,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,AI创业营,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=AI%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,北京顺义AI课程,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,青少年AI课程,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,PBL创业营,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,AI夏令营,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,儿童AI课程,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,brand-home,secondary,AI产品原型,https://camps.wanli.wiki/,https://camps.wanli.wiki/entity-shaonian-ceo-ai-camp.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,primary,AI PBL 创业营,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=AI+PBL+%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,brand-assisted,AI PBL 创业营 少年CEO,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=AI+PBL+%E5%88%9B%E4%B8%9A%E8%90%A5+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,site-restricted,site:camps.wanli.wiki AI PBL 创业营,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+AI+PBL+%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,secondary,青少年AI课程,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,secondary,AI产品原型课程,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,secondary,少年CEO,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,secondary,AI创业营,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=AI%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,secondary,8-16岁AI课程,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=8-16%E5%B2%81AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,secondary,PBL项目制学习,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=PBL%E9%A1%B9%E7%9B%AE%E5%88%B6%E5%AD%A6%E4%B9%A0,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-pbl-camp,secondary,提示词实践,https://camps.wanli.wiki/ai-pbl-camp.html,https://camps.wanli.wiki/ai-pbl-camp.md,https://www.baidu.com/s?wd=%E6%8F%90%E7%A4%BA%E8%AF%8D%E5%AE%9E%E8%B7%B5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,primary,AI产品原型课程,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,brand-assisted,AI产品原型课程 少年CEO,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,site-restricted,site:camps.wanli.wiki AI产品原型课程,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,secondary,孩子做AI产品,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90%E5%81%9AAI%E4%BA%A7%E5%93%81,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,secondary,AI原型课,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=AI%E5%8E%9F%E5%9E%8B%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,secondary,青少年AI课程,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,secondary,AI PBL创业营,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=AI+PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,secondary,8-16岁AI课程,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=8-16%E5%B2%81AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,secondary,提示词实践,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=%E6%8F%90%E7%A4%BA%E8%AF%8D%E5%AE%9E%E8%B7%B5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-product-prototype-course,secondary,产品设计,https://camps.wanli.wiki/ai-product-prototype-course.html,https://camps.wanli.wiki/ai-product-prototype-course.md,https://www.baidu.com/s?wd=%E4%BA%A7%E5%93%81%E8%AE%BE%E8%AE%A1,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,primary,北京顺义AI课程,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,brand-assisted,北京顺义AI课程 少年CEO,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,site-restricted,site:camps.wanli.wiki 北京顺义AI课程,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,顺义AI课程,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,北京顺义青少年AI课程,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,北京顺义儿童AI课程,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,顺义儿童AI课程,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,北京顺义AI夏令营,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,顺义少儿AI课,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89%E5%B0%91%E5%84%BFAI%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,AI PBL创业营,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=AI+PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-ai-course,secondary,少年CEO,https://camps.wanli.wiki/beijing-shunyi-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-ai-course.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,primary,北京顺义青少年AI课程,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,brand-assisted,北京顺义青少年AI课程 少年CEO,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,site-restricted,site:camps.wanli.wiki 北京顺义青少年AI课程,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,顺义AI课程,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,北京顺义AI课程,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,顺义儿童AI课程,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,顺义AI夏令营,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,AI PBL创业营,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=AI+PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,AI产品原型课程,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,少年CEO,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
